Restaurant,Review,Points
Zeughauskeller,"Ich mag den Zeughauskeller. Seit Jahren gleichbleibend gut, immer wieder bekannte Gesichter bei den Mitarbeitenden und die Gerichte sind so urchig wie gut.
Auch der historische Raum hat viel zu erzählen",5.0
Zeughauskeller,"Ein muss wenn man Zürich besucht ! Schweizer Küche und viele andere feine spezielle menues. zentral gelegen ein besuch lohnt sich, jedes mal",5.0
Zeughauskeller,"Immer ein Besuch wert, insbesondere mit ausländischen Gästen, die eher nach 14h noch essen möchten und eine grosse Auswahl schätzen. Im Aussenbereich unter den Schirmen ist es sehr schön und angenehm. Der Service ist sehr aufmerksam, immer multiligual und freundlich. Das Essen, klassisch. Sehr gute...Mehr",4.0
Zeughauskeller,"Gute, währschafte schweizer Küche zu guten Preisen. Wurst am Meter, Zürigschnätzlätz sehr zu Empfehlen. Auch guter Meerettich-Senf mit feinen Bürli!",5.0
Zeughauskeller,"Für die Grösse des Lokals und die Anzahl an Tischen hat die Küche alles in Griff.
Urchige Speisen gut zubereitet.
Vielleicht nicht immer gesellig, da ein gewisser Stress auftauchen kann, wenn das Lokal übervoll ist.",4.0
Zeughauskeller,"Gutes Essen zu fairen Preisen. 
Die Dame im Service war zwar sehr aktiv und hat die Arbeit auch gesehen (Teller gleich weg und so) aber ab und zu ein lächeln oder ein nettes Wort wäre schön. Wirkt sich ja auch oft im Trinkgeld aus.
Die...Mehr",4.0
Zeughauskeller,"Wir waren nun schon sehr häufig in diesem Lokal und werden auch weiterhin vorbeischauen. Das Essen ist super lecker jedoch schade ist, dass der Eidgenoss geändert wurde. Der Alte war schon deutlich besser. Das Ambiente ist super obwohl es schon sehr laut und voll ist...Mehr",5.0
Zeughauskeller,"Über Mittag kann es hier ganz schön hektisch zugehen. Da die Küche des Zeughauskellers aber durchgehend geöffnet hat, empfiehlt sich ein Besuch am frühen Nachmittag. Das Lokal ist sehr gross und wird dem Namen durch die zahlreichen ausgestellten Waffen mehr als gerecht (sogar die Armbrust...Mehr",4.0
Zeughauskeller,"Wir sind aufgrund der guten TripAdvisor Empfehlungen hier essen gegangen und wurden überhaupt nicht entäuscht.
Das Restaurant ist sehr beliebt, am Samstag Abend muss man ohne Reservation anstehen aber es lohnt sich. (Besser natürlich im Voraus reservieren).
Das Personal ist sehr freundlich und speditiv. Das...Mehr",5.0
Zeughauskeller,"Ein sehr bodenständiges, interessantes Lokal, wo man besonders Züricher Speisen genießen kann. Das Lokal hat ein besonderes Flair und obwohl es sehr voll ist, wird man schnell und freundlich bedient, man muss auch nicht lange warten. Reservierung ist aber empfehlenswert, die Preise sind für Zürich...Mehr",5.0
Zeughauskeller,"Die Menge an Speisen, welche hier über Mittag serviert werden ist unglaublich. Tische werden mehrmals besetzt.
Der Service hat jedoch stets den Überblick und es gibt kaum Wartezeiten. 
Das Essen ist sehr klassisch (Bratwurst, Schnitzel, Züri-Gschnetzeltes), aber gut.
Perfekt über Mittag, Reservierung aber notwendig.",4.0
Zeughauskeller,"War schon mehrere Male im Zeughauskeller. Das Essen ist soweit ok. Das Personal wirkte nicht wirklich nett, sprich, wir fühlten uns nicht willkommen. Schade... Das Fleisch war eher trocken. Dieser Besuch war leider enttäuschend.",3.0
Zeughauskeller,"Der Zeughauskeller ist häufig geradezu prallvoll mit Touristen, man kann oft keine Reservation machen, sondern muss auf «Gut Glück» hingehen. Wir taten das letzthin an einem sonnigen Samstagnachmittag mit der 5-köpfigen Familie und waren angenehm überrascht. Die klassischen Gerichte wie Zürcher Geschnetzeltes mit Rösti oder...Mehr",4.0
Zeughauskeller,"Waren letztes Wochenende im Zeughauskeller zum Mittagessen. Das Servicepersonal war sehr zuvorkommend und auch freundlich. Am Essen lässt sich nicht viel aussetzten, außer eventuell an der Größe, denn das Rösti (als Beilage gedacht) war größer als das Cordonbleu.",4.0
Zeughauskeller,"Der Zeughauskeller ist eine Institution. Es treffen sich Banker, Weitgereiste, Hippies, Shoppingmüde. Die Tischzuteilung ist nicht zimperlich, der Service (meist) professionell und effizient. Die Speisen strotzen Tradition und Währschaftes. Aber durchaus genüsslich. Es kann laut werden, die Gästeschar am Tisch wird bisweilen auch bunt gemischt...Mehr",3.0
Zeughauskeller,Dieses Restaurant ist für Nostalgiker und Geniesser. Mit einer Sammlung militärischer Waffen aus früherer Zeit und einer speziellen Speisekarte. Das Essen ist ausgezeichnet.,4.0
Zeughauskeller,"Ich bin beeindruckt von der Organisation und Durchführung dieses Restaurants, es gehört in meinen Augen zu den besten 5 Restaurants der Stadt Zürich! Auch wenn der Laden proppen voll ist, wartet man nicht lange auf sein Essen. Und als Empfehlung an alle Geniesser...Dazu sollte man...Mehr",4.0
Zeughauskeller,"Ich liebe den Zeughauskeller. Ist vielleicht etwas laut, aber Preis/Leistung stimmt mehr als! Bürgerliche Küche und nettes Ambiente!",5.0
Zeughauskeller,"Das Geschnetzelte ist sehr gut und das Caramell Köpfli ist einfach der Hammer. Die Wartezeiten sind sehr kurz. Schade, dass es sehr voll und laut ist, ansonsten super!!!",4.0
Zeughauskeller,"Der Zeughauskeller zeugt von alter Tradition und überzeugt mit währschafter Hausmannskost. Es ist kein gemütliches Restaurant, eher eine grosse Halle. Aber vor allem bei ausländischen Touristen sehr beliebt und immer recht voll. Also am besten reservieren! Das Essen ist gut bis sehr gut und preislich...Mehr",5.0
Zeughauskeller,"Essen, Trinken, Location und Standort gut und spannend. Tendenziell eher gutes währschaftes Essen, keine Gourmetküche. Bedienung durchschnittlich. Nichts für romantische Momente. Immer randvoll und zu laut. Wer bisher noch keine Gelegenheit hatte, das Münchener Hofbräuhaus zu besuchen, kann dies im Zeughauskeller nachholen.",3.0
Zeughauskeller,"Wenn man mal richtig Hunger hat in Zürich ist der Zeughauskeller eine gute Idee, speziell mit größeren Gruppen. Schnelle Bedienung, flotte Küche und Essen wie im Hofbräu. Tolle urige Atmosphäre in einem großen Laden.",4.0
Zeughauskeller,"Tolles Lokal, welches einwenig urchig ist. Für Romantik ist man hier eindeutig fehl am Platz. Die Bedienung sehr freundlich und zackig. Das Essen wird sehr schnell serviert (fast zu schnell). Wir hatten Salat und Züri Geschnetzeltes, beides grosse Portionen und ausgezeichnet. Die Desserts haben sehr...Mehr",5.0
Zeughauskeller,"Nun, wenn man Massenabfertigung mag, dann ist man dort gut aufgehoben.
Meistens findet man nur knapp einen freien Platz.
Es ist laut und düster - halb China und Japan isst dort.
Nun, das Essen ist Durchschnitt - die Umgebung ist fröhlich -
Bedienung ist recht...Mehr",3.0
Zeughauskeller,"Die Atmosphäre, die Lage und die Einrichtung im Zeughauskeller ist sicherlich DIE Attraktion und der Grund, hier zu essen. Es ist immer voll und der Anteil Touristen/Nicht-Schweizer unter den Gästen liegt bei gut 50-80%. Die Wein- und Bierkarte ist gut gefüllt. Auf der Speisekarte finden...Mehr",3.0
Zeughauskeller,"Die Bedienung ist immer freundlich und flink. Hier treffen sich Geschäftsleute aus den umliegenden Banken, Einheimische und Touristen. Lange über den Kaffe hinaus bleibt man hier nicht da es meist etwas laut zu und her geht.",4.0
Zeughauskeller,"Wir wurden zu einem Weihnachtsessen eingeladen. Das Essen war hervorragend, die Bedienung freundlich. Das Ambiente ist auch sehr schön gestaltet.  Ein empfehlenswertes Restaurant.",4.0
Zeughauskeller,"Gehe immer wieder gerne in dieses Lokal. Gutes bürgerliches Essen, freundliche Bedienu g, ungezwungene Atmosphäre und an bester Lage in Zürich.",4.0
Zeughauskeller,"Der Zeughauskeller bietet währschaftes Essen. Das Lokal ist gross aber dennoch irgendwie heimelig.
Der Service ist auf Zack aber dennoch freundlich.
Meist ist das Personal auch zu Scherzen aufgelegt.
Die Qualität der Speisen ist ausgezeichnet!",4.0
Zeughauskeller,Traditionelle bürgerliche Küche mit Wurst- und regionalen Spezialitäten. Das Essen das man am Abend aufgetischt bekommt ist in der Regel sehr fein. Wir waren jedoch auch schon mal an einem Sonntag Nachmittag im Restaurant und da mussten wir unsere Spare Ribs drei mal zurückgeben da...Mehr,3.0
Zeughauskeller,"Das Restaurant versetzt einen ins Mittelalter zurück , lädt zum träumen über Königreiche und Intrigen ein :) wirklich schöne rustikale Küche und authentisches essen:)",4.0
Zeughauskeller,"Wer mal in ein ""normales"" Lokal essen gehen und Traditionelle Gerichte verspeisen möchte, ist hier genau richtig. Man sollte nicht zu spät hin, denn Punkt 23:00 Uhr wird ausgefegt;-)",4.0
Zeughauskeller,Ich war schon mehrfach zu Gast im Zeughauskeller und jedes Mal freue ich mich wieder. Tolle Atmosphäre mit gutem Gäste Mix aus Touristen und Lokalen. Das Essen ist währschaft und die Portionen schön gross. Freue mich bereits auf den nächsten Besuch!,5.0
Zeughauskeller,"Wer es deftig mag ist hier genau richtig. Sehr lecker und super
Gute Küche. Wir kommen immer wieder sehr gerne hierher. Freundliches Personal",5.0
Zeughauskeller,"Die Auswahl an wirklich traditionellen schweizer Gerichten ist riesig und sehr lecker. Der Service professionell und freundlich. Keine langen Wartezeiten, wenn man nicht lange Zeit zur verfügung hat. Dass man mitten in Zürich (direkt beim Paradeplatz) noch zu solch günstigen Preisen essen kann, ist fast...Mehr",5.0
Zeughauskeller,"Sehr feines und gediegenes Restaurant in älteren rustikalen Atmosphäre mit interessanten Bildern von bekannten Künstlern.

Empfehlenswert: Schnitzel! Gute Portion und fairer Preis.

Immer wieder gerne.",5.0
Zeughauskeller,"Traditioneller Ort Nähe vom Paradeplatz. Reservation zu empfehlen da meist bis zum letzten Platz gefüllt. Gutes Fleisch, grosse Portionen.",4.0
Zeughauskeller,Leckere Schweizer Küche. Traditionelle Gerichte. Aufmerksamer Service der - trotz vollbesetztem Restaurant - immer freundlich bleibt.,4.0
Zeughauskeller,"Gross, lärmig und teuer. Die qualität des vorgekochten essens entspricht leider absolut nicht den preisen. Eine richtige touristenfalle.",1.0
Zeughauskeller,"Traditionelle Menus, typische Schweizer Küche. Service ist gut, es wird sehr schnell gearbeitet. Meistens viele Touristen da. Atmosphäre ist ein bisschen Oktoberfest Style: das Restaurant isf sehr gross und es kann laut werden. Aber auf jeden Fall einen Besuch wert.",4.0
Zeughauskeller,"ein sehr lebhafter betrieb mit meist vielen leuten und besetzten tischen. ein ""volkstümliches"" ambiente mit in der regel guter und rech schneller küche. es ist aber sehr laut. also eher nichts für gemütliches gesprächsessen, sondern mehr für ""unterhaltsames"" miteinander",3.0
Zeughauskeller,"Freundliche und schnelle Bedienung. Wärschafte, regionale und traditionelle Gerichte zu moderaten Preisen inmitten der Stadt Zürich. Als Familie waren wir willkommen und wir musste nicht lange auf das Essen warten. Wir kommen wieder.",5.0
Zeughauskeller,"Wir waren im November 15 dort um meinen Abschluss zu feiern.
Das essen war sehr gut, allerdings lange Wartezeiten, da es gut besucht ist.

RESERVATION sehr empfehlenswert!",4.0
Zeughauskeller,"Rustikales, gut bürgerliches schweizer Wirtshaus. Hier bekommt man deftiges Essen wie zB Schweizer Rösti oder käsespätzle :) die Bedienungen sind unterhaltsam und man setzt sich an großen Tischen einfach zu anderen Gästen dazu. Eine schöne Alternative für ein schnelles ordentliches Abendessen.",3.0
Zeughauskeller,Für ein schnelles Zmittag und ein Glas Blauburgunder ist der Zeughauskeller perfekt! Der Kartoffelsalat könnte man mit etwas frischen Kräuern aufpeppen... der Fleischkäse ist auch etwas fad. Dafür war unser Kellner sehr nett und der Senf gut scharf:o),3.0
Zeughauskeller,"Wir gehen seit vielen Jahren immer wieder mal in den Zeughauskeller, das Restaurant ist zwar etwas mit Ethno-Kitsch eingerichtet, jedoch gibt es dem grossen Restaurant einen gewissen Touch. Es ist natürlich schon stark auf Touristen ausgerichtet (Speisekarte in 12 Sprachen), jedoch hat es immer auch...Mehr",4.0
Zeughauskeller,"Hier können sie einfache schweizer Menues essen.Gut und preiswert in einem kultigen Ambiente. Beizen feeling fast wie früher (das rauchen fehlt).
Solche Restaurants gibt es nicht mehr viele im gegensatz zu früher.",4.0
Zeughauskeller,"Eine Institution in Zürich. Der fast martialisch und sehr rustikal anmutenden Dekoration steht extrem fremdsprachengewandtes Personal gegenüber. Die Portionen sind mehr als grosszügig, die Küche ist traditionell und sehr echt. Achtung: Reservieren extrem empfohlen, vor allem Abends.",5.0
Zeughauskeller,"Wir gehen regemässig in den Zeughauskeller, ob zu zweit, mit Freunden oder mit Gästen.Typisch schweizerische Gerichte, Hausmannskost und auch aussergewöhnliche Gerichte die fast oder selten mehr serviert werden. Reservation ist nicht möglich, wenn es mehr also 2 Personen sind, ist es also besser frühzeitig dort...Mehr",4.0
Zeughauskeller,Einfache aber sehr leckere Gerichte. Sehr schneller Und freundlicher Service. Zu Hauptzeiten wäre eine Reservierung von Vorteil,4.0
Zeughauskeller,Typisch schweizerische Gerichte für Gäste aus aller Welt und Einheimische. Lauschige Plätze draussen in unmittelbarer Nähe des Finanzzentrums. Zum Zeughauskeller passt die Dekoration mit Kriegsutensilia aus der Vergangenheit.,4.0
Zeughauskeller,"Hier gibt es alles an Hausmannskost was das Herz begehrt. Meterwurst und dazu ein Meter Bier, oder Wienerschnitzel mit einem guten Glas Wein. Bedienung etwas vom schnellsten was Zürich gesehen hat und Preise fair.",4.0
Zeughauskeller,"Sehr touristischer Laden, immer voll, ein großer quadratischer Raum, mit alten Waffen dekoriert, aber recht stimmungslos. Das essen ist einfach, deftig, die Portionen ordentlich.",3.0
Zeughauskeller,"Gut bürgerliche Küche mit Geschichte.
Allerdings ist das Essen nichts überdurchschnittliches und es ist meist sehr voll.
Die Atmosphäre lebt vom Interieur.",3.0
Zeughauskeller,Ähnlich dem Hofbräuhaus in München komme ich seit 1989 in dieses altehrwürdige Restaurant und bin immer wieder überrascht welch gute Hausmannskost zu vernünftigen Preisen dort auch 2016 noch serviert werden. 165.- CHF für 3 Personen für 3 Gänge samt einigen Bierchen sind wahrlich nicht zuviel....Mehr,4.0
Zeughauskeller,"Der Zeughauskeller liegt zentral in unmittelbarer Nähe des Paradeplatzes. Das ehemalige Zeughaus hat eine geräumige, hohe Gaststube. Speis und Trank sind gediegen gutbürgerlich",4.0
Zeughauskeller,"450 jahre altes ehemaliges Waffen/Munitionslager, urig, gutbürgerliche Küche mit grosser Bierauswahl und typischen Brauereiessen, wie Schweinshaxe, Wurstgerichte, Geschnetzeltes. Freundliche Bedienung",3.0
Zeughauskeller,"wir waren hier in illusterer runde mit freunden über mittag (reservieren notwendig) und hätten am liebsten eine gemeinsame platte von allem gehabt... tolle speisekarte... sehr gute bedienung, es bleibt raum zum reden zwischen bestellung essen und lieferung.... super portionen, feiner geschmack - währschaft und zünftig....Mehr",5.0
Zeughauskeller,"Der Besuch mit 5 Personen fand an einem Abend statt. Wir hatten reserviert. In der ehemaligen Waffenkammer der Züricher herrscht eine rustikale Atmosphäre. Alle Plätze waren besetzt.
Freundliche schnelle Bedienung ist gewährleistet. Natürlich gab es Züricher Geschnetzeltes. Butterweich mit sehr guter Soße dazu krosser Rösti....Mehr",4.0
Zeughauskeller,Gute und traditionelle wie deftige Schweizer Küche. Zu allen Zeiten immer gut besucht und in jedem Touristenführer zu finden. Die Bedienung ist voll durchorganisiert und schnell. Es gibt auch wechselnde Mittagsmenüs pro Wochentag. Grundsätzlich eher Fleischgerichte (grosse Auswahl an Wurstspezialitäten). Meist zu Stosszeiten Gedränge um...Mehr,4.0
Zeughauskeller,"Das Lokal ist immer gut besetzt.Das Essen ist gut mit einer grossen Auswahl.Leider ist das Restaurant nicht gut belüftet,
das man die Kleider vom Küchengeschmack waschen muss.",4.0
Zeughauskeller,"Ein Abendessen im rustikalen Zaughauskeller - die Dekoration ist sehr eigenwillig. Der Service freundlich, flott und aufmerksam. Die Speisekarte mit grosser Auswahl an traditioneller Küche. Das Essen ist gut - das Preis-Leistungs-Verhältnis ist OK.",4.0
Zeughauskeller,"Grosse Auswahl an traditionellen Speisen, vorallem Fleisch. Währschafte Portionen.
Aufgestelltes freundliches Personal.
Schmeckt alles sehr gut. 
Laut - locker - lustig - unterhaltsam.
Akzeptable Preise für Zentrumslage, Brot wird separat berechnet (unüblich)!",4.0
Zeughauskeller,"Immer voll, sehr touristisch (aber für mich als Rheinländer auch durchaus angenehm).

Trotzdem ist der Service immer aufmerksam und professionell, die Preise für Schweizer Verhältnisse (und die hervorragende Lage) anständig, Essen und Trinken immer gut.

Zu empfehlen für einen zünftigen Brauhausbesuch.",4.0
Zeughauskeller,"Wer deftiges schweizerisches Essen mag ist genau richtig hier. Man findet Schnitzel, Würste, Zürigschnetzeltes in grossen Portionen. Der Service ist schnell und das Ambiente geschäftig und laut.",4.0
Zeughauskeller,"Eine grosse Beiz, immer gut besucht, mit vielseitiger Auswahl an Gerichten. Das Essen ist ""robust"" und gut, nicht gerade kalorienarm.. Gut durchmischte Klientel, etwas auf der lauten Seite, aber das passt zum Lokal. Hervorragend für Wurst-, Haxen- und Schnitzel-Typen. Rasche Bedienung. Preis/Leistung in Ordnung.",4.0
Zeughauskeller,"Haxen, Kartoffelsalat, ZH Geschnetzeltes etc. schön traditionelles Restaurant das seit Generationen zu unseren lieblingen gehört! Die Küche hat ihr Handwerk definitiv im Griff!!",5.0
Zeughauskeller,"Wir besuchen den Zeughauskeller mindestens 4 x pro Jahr, wenn es uns gerade in die Gegend vom Paradeplatz verschlägt oder nach einem Altstadtbummel. Selbst wenn man am Eingang das Gefühl hat, der ""Laden"" ist pumpenvoll, findet die nette Bedienung sofort noch eine Nische für 3-4...Mehr",4.0
